<<<<<<< HEAD
919 10574 142
920 10591 143
921 10642 146
922 10659 147
923 10676 148
924 10642 146
925 10625 145
926 10591 143
927 10642 146
928 10642 146
929 10642 146
930 10574 142
931 10574 142
932 10625 145
933 10625 145
934 10591 143
935 10574 142
936 10625 145
937 10625 145
938 10591 143
939 10608 144
940 10608 144
941 10608 144
942 10625 145
943 10608 144
944 10608 144
945 10574 142
946 10608 144
947 10659 147
948 10557 141
949 10557 141
950 10557 141
951 10557 141
952 10557 141
953 10557 141
954 10557 141
955 10540 140
956 10540 140
957 10523 139
958 10574 142
959 10608 144
960 10642 146
961 10642 146
962 10642 146
963 10591 143
964 10574 142
965 10574 142
966 10591 143
967 10591 143
968 10591 143
969 10591 143
970 10557 141
971 10523 139
972 10472 136
973 10472 136
974 10523 139
975 10574 142
976 10557 141
977 10506 138
978 10557 141
979 10608 144
980 10642 146
981 10659 147
982 10625 145
983 10591 143
984 10540 140
985 10506 138
986 10557 141
987 10574 142
988 10557 141
989 10574 142
990 10506 138
991 10523 139
992 10540 140
993 10523 139
994 10506 138
995 10472 136
996 10438 134
997 10472 136
998 10489 137
999 10472 136
1000 10455 135
1001 10472 136
1002 10489 137
1003 10523 139
1004 10557 141
1005 10438 134
1006 10438 134
1007 10472 136
1008 10489 137
1009 10506 138
1010 10506 138
1011 10506 138
1012 10506 138
1013 10540 140
1014 10540 140
1015 10557 141
1016 10574 142
1017 10557 141
1018 10523 139
1019 10523 139
1020 10540 140
1021 10540 140
1022 10506 138
1023 10506 138
1024 10523 139
1025 10557 141
1026 10608 144
1027 10574 142
1028 10540 140
1029 10523 139
1030 10489 137
1031 10489 137
1032 10506 138
1033 10523 139
1034 10540 140
1035 10540 140
1036 10557 141
1037 10540 140
1038 10489 137
1039 10506 138
1040 10540 140
1041 10591 143
1042 10574 142
1043 10557 141
1044 10557 141
1045 10557 141
1046 10557 141
1047 10523 139
1048 10540 140
1049 10557 141
1050 10523 139
1051 10540 140
1052 10591 143
1053 10608 144
1054 10625 145
1055 10625 145
1056 10642 146
1057 10625 145
1058 10642 146
1059 10608 144
1060 10591 143
1061 10591 143
1062 10659 147
1063 10659 147
1064 10642 146
1065 10642 146
1066 10642 146
1067 10693 149
1068 10676 148
1069 10676 148
1070 10693 149
1071 10710 150
1072 10710 150
1073 10693 149
1074 10676 148
1075 10659 147
1076 10642 146
1077 10659 147
1078 10659 147
1079 10659 147
1080 10659 147
1081 10676 148
1082 10693 149
1083 10693 149
1084 10676 148
1085 10625 145
1086 10591 143
1087 10608 144
1088 10642 146
1089 10693 149
1090 10693 149
1091 10676 148
1092 10693 149
1093 10693 149
1094 10693 149
1095 10693 149
1096 10693 149
1097 10693 149
1098 10693 149
1099 10693 149
1100 10693 149
1101 10710 150
1102 10676 148
1103 10659 147
1104 10642 146
1105 10676 148
1106 10676 148
1107 10676 148
1108 10693 149
1109 10693 149
1110 10676 148
1111 10693 149
1112 10693 149
1113 10693 149
1114 10693 149
1115 10693 149
1116 10676 148
1117 10676 148
1118 10693 149
1119 10693 149
1120 10693 149
1121 10693 149
1122 10676 148
1123 10693 149
1124 10693 149
1125 10489 137
1126 10472 136
1127 10472 136
1128 10676 148
1129 10676 148
1130 10676 148
1131 10659 147
1132 10659 147
1133 10659 147
1134 10659 147
1135 10659 147
1136 10659 147
1137 10659 147
1138 10659 147
1139 10659 147
1140 10659 147
1141 10659 147
1142 10659 147
1143 10659 147
1144 10659 147
1145 10659 147
1146 10659 147
1147 10659 147
1148 10659 147
1149 10659 147
1150 10659 147
1151 10659 147
1152 10659 147
1153 10659 147
1154 10659 147
1155 10659 147
1156 10659 147
1157 10659 147
1158 10659 147
1159 10659 147
1160 10659 147
1161 10659 147
1162 10642 146
1163 10642 146
1164 10642 146
1165 10625 145
1166 10625 145
1167 10625 145
1168 10625 145
1169 10642 146
1170 10625 145
1171 10625 145
1172 10642 146
1173 10642 146
1174 10642 146
1175 10642 146
1176 10625 145
1177 10625 145
1178 10625 145
1179 10625 145
1180 10625 145
1181 10625 145
1182 10625 145
1183 10625 145
1184 10625 145
1185 10625 145
1186 10625 145
1187 10625 145
1188 10625 145
1189 10608 144
1190 10608 144
1191 10625 145
1192 10625 145
1193 10608 144
1194 10608 144
1195 10608 144
1196 10608 144
1197 10608 144
1198 10608 144
1199 10608 144
1200 10608 144
1201 10608 144
1202 10591 143
1203 10591 143
1204 10591 143
1205 10591 143
1206 10608 144
1207 10608 144
1208 10591 143
1209 10591 143
1210 10591 143
1211 10591 143
1212 10591 143
1213 10591 143
1214 10591 143
1215 10591 143
1216 10591 143
1217 10574 142
1218 10574 142
1219 10574 142
1220 10574 142
1221 10574 142
1222 10574 142
1223 10574 142
1224 10574 142
1225 10574 142
1226 10574 142
1227 10574 142
1228 10574 142
1229 10574 142
1230 10574 142
1231 10574 142
1232 10557 141
1233 10557 141
1234 10557 141
1235 10540 140
1236 10540 140
1237 10540 140
1238 10540 140
1239 10540 140
1240 10540 140
1241 10540 140
1242 10540 140
1243 10540 140
1244 10523 139
1245 10523 139
1246 10523 139
1247 10523 139
1248 10523 139
1249 10523 139
1250 10523 139
1251 10523 139
1252 10506 138
1253 10506 138
1254 10506 138
1255 10506 138
1256 10506 138
1257 10506 138
1258 10506 138
1259 10506 138
1260 10506 138
1261 10489 137
1262 10489 137
1263 10489 137
1264 10489 137
1265 10489 137
1266 10472 136
1267 10472 136
1268 10472 136
1269 10472 136
1270 10472 136
1271 10472 136
1272 10472 136
1273 10472 136
1274 10472 136
1275 10455 135
1276 10455 135
1277 10455 135
1278 10455 135
1279 10438 134
1280 10438 134
1281 10438 134
1282 10438 134
1283 10438 134
1284 10438 134
1285 10438 134
1286 10438 134
1287 10438 134
1288 10438 134
1289 10421 133
1290 10421 133
1291 10421 133
1292 10404 132
1293 10404 132
1294 10404 132
1295 10404 132
1296 10404 132
1297 10404 132
1298 10387 131
1299 10387 131
1300 10387 131
1301 10370 130
1302 10370 130
1303 10370 130
1304 10370 130
1305 10370 130
1306 10370 130
1307 10353 129
1308 10353 129
1309 10353 129
1310 10353 129
1311 10353 129
1312 10353 129
1313 10336 128
1314 10336 128
1315 10336 128
1316 10336 128
1317 10319 127
1318 10319 127
1319 10319 127
1320 10302 126
1321 10302 126
1322 10302 126
1323 10285 125
1324 10285 125
1325 10285 125
1326 10268 124
1327 10268 124
1328 10268 124
1329 10251 123
1330 10251 123
1331 10251 123
1332 10234 122
1333 10234 122
1334 10234 122
1335 10234 122
1336 10234 122
1339 10183 119
1341 10183 119
660 11070 135
666 11106 137
670 11160 140
671 11160 140
672 11160 140
673 11160 140
674 11178 141
677 11196 142
678 11196 142
679 11196 142
680 11214 143
681 11196 142
682 11196 142
683 11196 142
684 11196 142
685 11196 142
686 11214 143
687 11214 143
688 11214 143
689 11232 144
690 11178 141
691 11196 142
692 11232 144
693 11232 144
694 11250 145
695 11250 145
696 11250 145
697 11250 145
698 11250 145
699 11250 145
700 11250 145
701 11250 145
702 11250 145
703 11268 146
704 11268 146
705 11268 146
706 11268 146
707 11268 146
708 11268 146
709 11268 146
710 11268 146
711 11286 147
712 11286 147
713 11286 147
714 11304 148
715 11304 148
716 11304 148
717 11304 148
718 11304 148
719 11304 148
720 11304 148
721 11304 148
722 11304 148
723 11304 148
724 11304 148
725 11304 148
726 11322 149
727 11322 149
728 11340 150
729 11340 150
730 11340 150
731 11340 150
732 11340 150
733 11340 150
734 11340 150
735 11322 149
736 11322 149
737 11340 150
738 11358 151
739 11358 151
740 11358 151
741 11340 150
742 11340 150
743 11340 150
744 11340 150
745 11358 151
746 11358 151
747 11376 152
748 11358 151
749 11358 151
750 11358 151
751 11358 151
752 11358 151
753 11358 151
754 11340 150
755 11322 149
756 11322 149
757 11340 150
758 11340 150
759 11340 150
760 11358 151
761 11376 152
762 11358 151
763 11358 151
764 11358 151
765 11358 151
766 11358 151
767 11340 150
768 11358 151
769 11358 151
770 11358 151
771 11376 152
772 11376 152
773 11376 152
774 11376 152
775 11376 152
776 11376 152
777 11394 153
778 11376 152
779 11376 152
780 11376 152
781 11376 152
782 11358 151
783 11340 150
784 11358 151
785 11376 152
786 11376 152
787 11376 152
788 11376 152
789 11376 152
790 11376 152
791 11358 151
792 11358 151
793 11358 151
794 11340 150
795 11340 150
796 11340 150
797 11340 150
798 11376 152
799 11376 152
800 11376 152
801 11322 149
802 11340 150
803 11358 151
804 11358 151
805 11376 152
806 11358 151
807 11376 152
808 11394 153
809 11394 153
810 11376 152
811 11376 152
812 11340 150
813 11304 148
814 11340 150
815 11358 151
816 11358 151
817 11358 151
818 11358 151
819 11358 151
820 11376 152
821 11394 153
822 11376 152
823 11358 151
824 11358 151
825 11358 151
826 11358 151
827 11304 148
828 11304 148
829 11340 150
830 11358 151
831 11340 150
832 11358 151
833 11304 148
834 11268 146
835 11286 147
836 11286 147
837 11304 148
838 11340 150
839 11358 151
840 11394 153
841 11394 153
842 11376 152
843 11376 152
844 11376 152
845 11394 153
846 11232 144
847 11232 144
848 11268 146
849 11304 148
850 11286 147
851 11322 149
852 11322 149
853 11340 150
854 11340 150
855 11340 150
856 11358 151
857 11376 152
858 11304 148
859 11286 147
860 11268 146
861 11304 148
862 11322 149
863 11322 149
864 11322 149
865 11322 149
866 11286 147
867 11358 151
868 11376 152
869 11340 150
870 11340 150
871 11340 150
872 11340 150
873 11340 150
874 11358 151
875 11286 147
876 11286 147
877 11304 148
878 11268 146
879 11322 149
880 11286 147
881 11340 150
882 11340 150
883 11322 149
884 11286 147
885 11286 147
886 11286 147
887 11214 143
888 11286 147
889 11304 148
890 11268 146
891 11268 146
892 11286 147
893 11340 150
894 11232 144
895 11232 144
896 11268 146
897 11304 148
898 11340 150
899 11304 148
900 11232 144
901 11232 144
902 11232 144
903 11268 146
904 11340 150
905 11358 151
906 11340 150
907 11322 149
908 11286 147
909 11340 150
910 11358 151
911 11358 151
912 11304 148
913 11286 147
914 11268 146
915 11322 149
916 11376 152
917 11394 153
918 11358 151
919 11358 151
920 11358 151
921 11340 150
922 11322 149
923 11286 147
924 11214 143
925 11232 144
926 11286 147
927 11322 149
928 11322 149
929 11304 148
930 11286 147
931 11304 148
932 11340 150
933 11304 148
934 11322 149
935 11322 149
936 11286 147
937 11304 148
938 11358 151
939 11394 153
940 11322 149
941 11232 144
942 11286 147
943 11286 147
944 11358 151
945 11358 151
946 11340 150
947 11286 147
948 11322 149
949 11322 149
950 11322 149
951 11268 146
952 11286 147
953 11358 151
954 11448 156
955 11376 152
956 11232 144
957 11268 146
958 11304 148
959 11322 149
960 11322 149
961 11268 146
962 11286 147
963 11304 148
964 11322 149
965 11304 148
966 11196 142
967 11196 142
968 11250 145
969 11250 145
970 11250 145
971 11214 143
972 11196 142
973 11214 143
974 11250 145
975 11196 142
976 11178 141
977 11160 140
978 11196 142
979 11214 143
980 11160 140
981 11088 136
982 11088 136
983 11106 137
984 11052 134
985 11070 135
986 11124 138
987 11178 141
988 11178 141
989 11178 141
990 11142 139
991 11070 135
992 11070 135
993 11052 134
994 11070 135
995 11070 135
996 11088 136
997 11088 136
998 11088 136
999 10908 126
1000 10998 131
1001 11142 139
1002 11178 141
1003 11124 138
1004 11052 134
1005 11070 135
1006 11088 136
1007 11124 138
1008 11142 139
1009 11178 141
1010 11196 142
1011 11142 139
1012 11142 139
1013 11160 140
1014 11178 141
1015 11214 143
1016 11232 144
1017 11232 144
1018 11214 143
1019 11214 143
1020 11214 143
1021 11214 143
1022 11178 141
1023 11178 141
1024 11196 142
1025 11214 143
1026 11232 144
1027 11232 144
1028 11250 145
1029 11214 143
1030 11214 143
1031 11214 143
1032 11196 142
1033 11196 142
1034 11178 141
1035 11196 142
1036 11196 142
1037 11232 144
1038 11214 143
1039 11196 142
1040 11232 144
1041 11250 145
1042 11232 144
1043 11232 144
1044 11232 144
1045 11232 144
1046 11250 145
1047 11268 146
1048 11268 146
1049 11268 146
1050 11268 146
1051 11250 145
1052 11250 145
1053 11232 144
1054 11214 143
1055 11214 143
1056 11232 144
1057 11250 145
1058 11268 146
1059 11268 146
1060 11250 145
1061 11250 145
1062 11232 144
1063 11250 145
1064 11250 145
1065 11232 144
1066 11250 145
1067 11250 145
1068 11232 144
1069 11232 144
1070 11214 143
1071 11232 144
1072 11214 143
1073 11214 143
1074 11250 145
1075 11250 145
1076 11250 145
1077 11268 146
1078 11268 146
1079 11250 145
1080 11250 145
1081 11250 145
1082 11250 145
1083 11250 145
1084 11250 145
1085 11232 144
1086 11232 144
1087 11250 145
1088 11268 146
1089 11268 146
1090 11268 146
1091 11250 145
1092 11268 146
1093 11286 147
1094 11286 147
1095 11304 148
1096 11268 146
1097 11232 144
1098 11268 146
1099 11268 146
1100 11286 147
1101 11286 147
1102 11232 144
1103 11232 144
1104 11250 145
1105 11268 146
1106 11268 146
1107 11268 146
1108 11250 145
1109 11232 144
1110 11250 145
1111 11268 146
1112 11304 148
1113 11322 149
1114 11322 149
1115 11304 148
1116 11304 148
1117 11322 149
1118 11322 149
1119 11304 148
1120 11322 149
1121 11322 149
1122 11322 149
1123 11322 149
1124 11322 149
1125 11322 149
1126 11322 149
1127 11304 148
1128 11304 148
1129 11304 148
1130 11322 149
1131 11322 149
1132 11322 149
1133 11322 149
1134 11322 149
1135 11322 149
1136 11322 149
1137 11322 149
1138 11232 144
1139 11214 143
1140 11322 149
1141 11322 149
1142 11322 149
1143 11322 149
1144 11322 149
1145 11322 149
1146 11322 149
1147 11322 149
1148 11322 149
1149 11304 148
1150 11322 149
1151 11304 148
1152 11304 148
1153 11304 148
1154 11304 148
1155 11304 148
1156 11304 148
1157 11304 148
1158 11304 148
1159 11286 147
1160 11286 147
1161 11286 147
1162 11304 148
1163 11304 148
1164 11304 148
1165 11304 148
1166 11286 147
1167 11286 147
1168 11286 147
1169 11286 147
1170 11286 147
1171 11286 147
1172 11286 147
1173 11286 147
1174 11286 147
1175 11286 147
1176 11286 147
1177 11286 147
1178 11286 147
1179 11286 147
1180 11286 147
1181 11286 147
1182 11286 147
1183 11286 147
1184 11286 147
1185 11286 147
1186 11286 147
1187 11268 146
1188 11268 146
1189 11268 146
1190 11268 146
1191 11268 146
1192 11268 146
1193 11268 146
1194 11268 146
1195 11268 146
1196 11268 146
1197 11268 146
1198 11268 146
1199 11268 146
1200 11250 145
1201 11250 145
1202 11250 145
1203 11250 145
1204 11232 144
1205 11232 144
1206 11232 144
1207 11250 145
1208 11250 145
1209 11250 145
1210 11250 145
1211 11250 145
1212 11232 144
1213 11232 144
1214 11232 144
1215 11232 144
1216 11232 144
1217 11232 144
1218 11232 144
1219 11232 144
1220 11232 144
1221 11232 144
1222 11232 144
1223 11232 144
1224 11232 144
1225 11214 143
1226 11214 143
1227 11214 143
1228 11214 143
1229 11214 143
1230 11214 143
1231 11214 143
1232 11196 142
1233 11214 143
1234 11214 143
1235 11214 143
1236 11214 143
1237 11214 143
1238 11196 142
1239 11196 142
1240 11196 142
1241 11178 141
1242 11178 141
1243 11178 141
1244 11178 141
1245 11178 141
1246 11178 141
1247 11178 141
1248 11178 141
1249 11178 141
1250 11178 141
1251 11178 141
1252 11178 141
1253 11178 141
1254 11160 140
1255 11160 140
1256 11160 140
1257 11160 140
1258 11160 140
1259 11160 140
1260 11160 140
1261 11160 140
1262 11160 140
1263 11160 140
1264 11160 140
1265 11142 139
1266 11142 139
1267 11142 139
1268 11124 138
1269 11124 138
1270 11124 138
1271 11124 138
1272 11124 138
1273 11106 137
1274 11106 137
1275 11106 137
1276 11106 137
1277 11106 137
1278 11106 137
1279 11106 137
1280 11106 137
1281 11088 136
1282 11088 136
1283 11088 136
1284 11088 136
1285 11088 136
1286 11088 136
1287 11088 136
1288 11088 136
1289 11088 136
1290 11088 136
1291 11070 135
1292 11070 135
1293 11070 135
1294 11070 135
1295 11052 134
1296 11052 134
1297 11052 134
1298 11052 134
1299 11052 134
1300 11052 134
1301 11034 133
1302 11034 133
1303 11034 133
1304 11034 133
1305 11034 133
1306 11034 133
1307 11034 133
1308 11016 132
1309 11016 132
1310 11016 132
1311 11016 132
1312 11016 132
1313 11016 132
1314 11016 132
1315 10998 131
1316 10998 131
1317 10980 130
1318 10980 130
1319 10980 130
1320 10962 129
1321 10962 129
1322 10962 129
1323 10944 128
1324 10944 128
1325 10944 128
1326 10944 128
1327 10926 127
1328 10926 127
1329 10926 127
1330 10926 127
1331 10926 127
1332 10908 126
1333 10908 126
1334 10908 126
1335 10908 126
1336 10908 126
1337 10890 125
1338 10890 125
1339 10872 124
1340 10872 124
1341 10854 123
1342 10836 122
1343 10836 122
1344 10836 122
1345 10818 121
1346 10818 121
1347 10818 121
1348 10818 121
1349 10800 120
1350 10800 120
1351 10782 119
1352 10764 118
1353 10764 118
1354 10764 118
1355 10764 118
1356 10782 119
653 11742 138
654 11742 138
655 11742 138
656 11742 138
657 11742 138
658 11742 138
659 11742 138
660 11742 138
661 11742 138
662 11742 138
663 11742 138
664 11837 143
665 11818 142
666 11818 142
667 11818 142
668 11818 142
669 11818 142
670 11818 142
671 11818 142
672 11818 142
673 11837 143
674 11837 143
675 11837 143
676 11837 143
677 11837 143
678 11837 143
679 11837 143
680 11856 144
681 11856 144
682 11875 145
683 11875 145
684 11856 144
685 11856 144
686 11875 145
687 11894 146
688 11894 146
689 11913 147
690 11913 147
691 11913 147
692 11913 147
693 11913 147
694 11894 146
695 11894 146
696 11913 147
697 11913 147
698 11913 147
699 11932 148
700 11932 148
701 11932 148
702 11932 148
703 11932 148
704 11932 148
705 11951 149
706 11951 149
707 11951 149
708 11951 149
709 11951 149
710 11951 149
711 11951 149
712 11951 149
713 11951 149
714 11951 149
715 11951 149
716 11951 149
717 11970 150
718 11970 150
719 11970 150
720 11970 150
721 11970 150
722 11970 150
723 11970 150
724 11970 150
725 11970 150
726 11989 151
727 11989 151
728 11989 151
729 11970 150
730 11970 150
731 11989 151
732 11989 151
733 11989 151
734 11970 150
735 11970 150
736 11970 150
737 11989 151
738 11970 150
739 11970 150
740 11970 150
741 11989 151
742 12008 152
743 12008 152
744 12008 152
745 12008 152
746 12008 152
747 11989 151
748 12008 152
749 11989 151
750 11989 151
751 11989 151
752 11989 151
753 11989 151
754 11970 150
755 11989 151
756 12008 152
757 11989 151
758 11989 151
759 11970 150
760 11970 150
761 11970 150
762 12008 152
763 12008 152
764 11989 151
765 12008 152
766 11989 151
767 11970 150
768 11951 149
769 11970 150
770 11989 151
771 11989 151
772 12008 152
773 12027 153
774 12027 153
775 12027 153
776 12027 153
777 12027 153
778 12027 153
779 12027 153
780 12046 154
781 11989 151
782 11989 151
783 12008 152
784 12027 153
785 12046 154
786 12084 156
787 12046 154
788 12027 153
789 12046 154
790 12046 154
791 11989 151
792 12103 157
793 12008 152
794 11989 151
795 12084 156
796 12065 155
797 12084 156
798 12065 155
799 12065 155
800 12046 154
801 12027 153
802 12008 152
803 12065 155
804 12065 155
805 12141 159
806 12084 156
807 12084 156
808 12046 154
809 11856 144
810 11875 145
811 11894 146
812 11951 149
813 12046 154
814 11989 151
815 11913 147
816 11894 146
817 11894 146
818 12008 152
819 12179 161
820 12179 161
821 12141 159
822 12084 156
823 11970 150
824 11932 148
825 12103 157
826 12198 162
827 12141 159
828 12065 155
829 12084 156
830 12103 157
831 12065 155
832 12065 155
833 11970 150
834 11913 147
835 11970 150
836 11932 148
837 11970 150
838 11951 149
839 11932 148
840 11894 146
841 11837 143
842 11856 144
843 11875 145
844 11875 145
845 11913 147
846 11970 150
847 12008 152
848 12008 152
849 12008 152
850 12084 156
851 12027 153
852 12046 154
853 12008 152
854 12027 153
855 11970 150
856 11894 146
857 11932 148
858 11970 150
859 11970 150
860 11932 148
861 11951 149
862 11970 150
863 11894 146
864 11932 148
865 12046 154
866 12103 157
867 12103 157
868 12103 157
869 12046 154
870 11932 148
871 11932 148
872 11970 150
873 12103 157
874 12141 159
875 12103 157
876 12027 153
877 11932 148
878 11970 150
879 12046 154
880 12046 154
881 12008 152
882 12084 156
883 12008 152
884 11913 147
885 11875 145
886 11951 149
887 12046 154
888 12027 153
889 11951 149
890 11970 150
891 11970 150
892 11989 151
893 11932 148
894 11913 147
895 11970 150
896 11970 150
897 11894 146
898 11951 149
899 11970 150
900 11875 145
901 11970 150
902 11970 150
903 11951 149
904 11970 150
905 12046 154
906 12103 157
907 12065 155
908 11970 150
909 11932 148
910 11932 148
911 12046 154
912 11913 147
913 11970 150
914 11951 149
915 12103 157
916 11989 151
917 11894 146
918 12008 152
919 12027 153
920 11989 151
921 11951 149
922 11932 148
923 11894 146
924 11875 145
925 11875 145
926 11913 147
927 12065 155
928 11989 151
929 11894 146
930 11856 144
931 11837 143
932 11875 145
933 11951 149
934 11989 151
935 11970 150
936 11875 145
937 11894 146
938 11875 145
939 11970 150
940 11970 150
941 11989 151
942 12084 156
943 12065 155
944 12065 155
945 12065 155
946 11970 150
947 11932 148
948 12027 153
949 12027 153
950 11932 148
951 11894 146
952 11894 146
953 11951 149
954 11856 144
955 11894 146
956 11970 150
957 11951 149
958 11951 149
959 11932 148
960 11970 150
961 11913 147
962 11837 143
963 11856 144
964 11837 143
965 11780 140
966 11780 140
967 11837 143
968 11875 145
969 11913 147
970 11989 151
971 11970 150
972 11780 140
973 11723 137
974 11761 139
975 11761 139
976 11856 144
977 11894 146
978 11837 143
979 11837 143
980 11913 147
981 11989 151
982 11894 146
983 11837 143
984 11875 145
985 11894 146
986 11913 147
987 11799 141
988 11761 139
989 11723 137
990 11837 143
991 11818 142
992 11818 142
993 11799 141
994 11856 144
995 11894 146
996 11799 141
997 11837 143
998 11932 148
999 11875 145
1000 11799 141
1001 11742 138
1002 11837 143
1003 11856 144
1004 11894 146
1005 11951 149
1006 11932 148
1007 11989 151
1008 11932 148
1009 11951 149
1010 11932 148
1011 11970 150
1012 12008 152
1013 11970 150
1014 11951 149
1015 11932 148
1016 11894 146
1017 11894 146
1018 11932 148
1019 11989 151
1020 11970 150
1021 11932 148
1022 11894 146
1023 11894 146
1024 11894 146
1025 11875 145
1026 11932 148
1027 11970 150
1028 11989 151
1029 12046 154
1030 12065 155
1031 12065 155
1032 11970 150
1033 12008 152
1034 12008 152
1035 11970 150
1036 11951 149
1037 11951 149
1038 11989 151
1039 11932 148
1040 11989 151
1041 12027 153
1042 11989 151
1043 11951 149
1044 11951 149
1045 11951 149
1046 11989 151
1047 11989 151
1048 11932 148
1049 11989 151
1050 11989 151
1051 11970 150
1052 11970 150
1053 12008 152
1054 11970 150
1055 11932 148
1056 11856 144
1057 11837 143
1058 11894 146
1059 11875 145
1060 11932 148
1061 11970 150
1062 11932 148
1063 11970 150
1064 12008 152
1065 11989 151
1066 11989 151
1067 11970 150
1068 11970 150
1069 11989 151
1070 12008 152
1071 11932 148
1072 11951 149
1073 11951 149
1074 11951 149
1075 11951 149
1076 11951 149
1077 12008 152
1078 11951 149
1079 11913 147
1080 11970 150
1081 11932 148
1082 11932 148
1083 11951 149
1084 11913 147
1085 11913 147
1086 11875 145
1087 11913 147
1088 11932 148
1089 11951 149
1090 11932 148
1091 11894 146
1092 11894 146
1093 11894 146
1094 11932 148
1095 11932 148
1096 11913 147
1097 11913 147
1098 11951 149
1099 11989 151
1100 11913 147
1101 11913 147
1102 11913 147
1103 11932 148
1104 11913 147
1105 11913 147
1106 11894 146
1107 11894 146
1108 11913 147
1109 11932 148
1110 11913 147
1111 11913 147
1112 11894 146
1113 11913 147
1114 11913 147
1115 11875 145
1116 11856 144
1117 11875 145
1118 11875 145
1119 11932 148
1120 11932 148
1121 11894 146
1122 11894 146
1123 11856 144
1124 11818 142
1125 11818 142
1126 11818 142
1127 11837 143
1128 11818 142
1129 11818 142
1130 11856 144
1131 11913 147
1132 11932 148
1133 11951 149
1134 11951 149
1135 11951 149
1136 11951 149
1137 11932 148
1138 11951 149
1139 11951 149
1140 11970 150
1141 11970 150
1142 11951 149
1143 11438 122
1144 11476 124
1145 11932 148
1146 11913 147
1147 11970 150
1148 11970 150
1149 11951 149
1150 11932 148
1151 11932 148
1152 11951 149
1153 11951 149
1154 11932 148
1155 11932 148
1156 11951 149
1157 11932 148
1158 11932 148
1159 11932 148
1160 11951 149
1161 11970 150
1162 11951 149
1163 11932 148
1164 11932 148
1165 11951 149
1166 11951 149
1167 11951 149
1168 11951 149
1169 11951 149
1170 11951 149
1171 11951 149
1172 11951 149
1173 11951 149
1174 11951 149
1175 11951 149
1176 11951 149
1177 11951 149
1178 11932 148
1179 11932 148
1180 11932 148
1181 11913 147
1182 11913 147
1183 11913 147
1184 11913 147
1185 11913 147
1186 11913 147
1187 11894 146
1188 11894 146
1189 11913 147
1190 11913 147
1191 11913 147
1192 11913 147
1193 11913 147
1194 11913 147
1195 11894 146
1196 11894 146
1197 11894 146
1198 11894 146
1199 11894 146
1200 11913 147
1201 11913 147
1202 11894 146
1203 11894 146
1204 11894 146
1205 11913 147
1206 11894 146
1207 11875 145
1208 11875 145
1209 11875 145
1210 11875 145
1211 11875 145
1212 11875 145
1213 11875 145
1214 11875 145
1215 11875 145
1216 11875 145
1217 11894 146
1218 11875 145
1219 11875 145
1220 11875 145
1221 11875 145
1222 11875 145
1223 11875 145
1224 11875 145
1225 11875 145
1226 11875 145
1227 11875 145
1228 11856 144
1229 11856 144
1230 11856 144
1231 11875 145
1232 11875 145
1233 11856 144
1234 11856 144
1235 11856 144
1236 11856 144
1237 11856 144
1238 11856 144
1239 11856 144
1240 11856 144
1241 11856 144
1242 11856 144
1243 11856 144
1244 11856 144
1245 11837 143
1246 11837 143
1247 11837 143
1248 11818 142
1249 11818 142
1250 11818 142
1251 11818 142
1252 11818 142
1253 11818 142
1254 11818 142
1255 11818 142
1256 11818 142
1257 11818 142
1258 11818 142
1259 11818 142
1260 11818 142
1261 11818 142
1262 11799 141
1263 11799 141
1264 11799 141
1265 11799 141
1266 11799 141
1267 11799 141
1268 11799 141
1269 11799 141
1270 11799 141
1271 11799 141
1272 11780 140
1273 11780 140
1274 11780 140
1275 11780 140
1276 11780 140
1277 11780 140
1278 11780 140
1279 11780 140
1280 11761 139
1281 11761 139
1282 11761 139
1283 11761 139
1284 11742 138
1285 11742 138
1286 11742 138
1287 11723 137
1288 11723 137
1289 11723 137
1290 11723 137
1291 11723 137
1292 11723 137
1293 11723 137
1294 11723 137
1295 11723 137
1296 11723 137
1297 11723 137
1298 11723 137
1299 11704 136
1300 11704 136
1301 11704 136
1302 11704 136
1303 11704 136
1304 11685 135
1305 11685 135
1306 11685 135
1307 11685 135
1308 11685 135
1309 11685 135
1310 11685 135
1311 11666 134
1312 11666 134
1313 11666 134
1314 11666 134
1315 11666 134
1316 11666 134
1317 11647 133
1318 11647 133
1319 11647 133
1320 11647 133
1321 11628 132
1322 11628 132
1323 11628 132
1324 11628 132
1325 11609 131
1326 11609 131
1327 11609 131
1328 11609 131
1329 11609 131
1330 11609 131
1331 11590 130
1332 11590 130
1333 11590 130
1334 11571 129
1335 11571 129
1336 11552 128
1337 11552 128
1338 11533 127
1339 11533 127
1340 11533 127
1341 11533 127
1342 11533 127
1343 11514 126
1344 11514 126
1345 11514 126
1346 11514 126
1347 11495 125
1348 11495 125
1349 11495 125
1350 11476 124
1351 11476 124
1352 11457 123
1353 11457 123
1354 11457 123
1355 11438 122
1356 11438 122
1357 11438 122
1358 11438 122
1359 11438 122
1360 11438 122
1361 11438 122
1362 11419 121
1363 11400 120
1364 11400 120
1365 11381 119
1366 11381 119
1367 11381 119
1368 11381 119
637 12340 137
638 12320 136
639 12320 136
640 12320 136
641 12320 136
642 12320 136
643 12320 136
644 12380 139
645 12380 139
646 12380 139
647 12380 139
648 12380 139
649 12400 140
650 12400 140
651 12400 140
652 12400 140
653 12420 141
654 12420 141
655 12420 141
656 12420 141
657 12440 142
658 12440 142
659 12460 143
